Type	N	C	B
Both_coding	12875,0.4	5470,0.301	1104,0.193
CParent_NCchild	3270,0.102	861,0.047	937,0.164
NCParent_Cchild	4691,0.146	9250,0.508	1083,0.19
Both_NonCoding	11339,0.352	2616,0.144	2586,0.453


N segregation
Type	Total	Freq
relevant	5686	0.44
ATIT:Same_amino_acid	6698	0.52
ATIT:Diff_amino_acid	58	0.0
Variation_in_coding_coods	217	0.02
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	216	0.02


C segregation
Type	Total	Freq
relevant	3066	0.56
ATIT:Same_amino_acid	1824	0.33
ATIT:Diff_amino_acid	60	0.01
Variation_in_coding_coods	359	0.07
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	161	0.03


B segregation
Type	Total	Freq
relevant	291	0.26
ATIT:Same_amino_acid	18	0.02
ATIT:Diff_amino_acid	4	0.0
Variation_in_coding_coods	0	0.0
pseudoC	244	0.22
pseudoN	126	0.11
No_overlap_exists	421	0.38


For N from total relevant :5686 cases 1440(0.253) have length change of -2 to 2
For C from total relevant :3066 cases 312(0.102) have length change of -2 to 2
For B from total relevant :291 cases 24(0.082) have length change of -2 to 2
All genes in which N cases are presnet are:6599
Genes in which N cases are presnet and both coding with length out of -2 to 2 arr:4243
All genes in which C cases are presnet are:3374
Genes in which C cases are presnet and both coding with length out of -2 to 2 arr:2754
All genes in which B cases are presnet are:767
Genes in which B cases are presnet and both coding with length out of -2 to 2 arr:279
All genes in which NCB union cases are presnet are:8222
Genes in which uninon NCB cases are presnet and both coding with length out of -2 to 2 arr:7275
All genes in which NCB intersection cases are presnet are:277
Genes in which intersection NCB cases are presnet and both coding with length out of -2 to 2 arr:0

Genes_list_N
Gene	Length	Structure	Variants	Name
221391	-13	XP_016865900.1	1.0	OPN5 opsin 5
7334	146	XP_016875407.1	1.0	UBE2N ubiquitin conjugating enzyme E2 N
652	-63	XP_016877093.1	1.0	BMP4 bone morphogenetic protein 4
23254	5	XP_005245852.1	1.0	KAZN kazrin, periplakin interacting protein
10092	-3	NP_005708.1	1.0	ARPC5 actin related protein 2/3 complex subunit 5
79930	-39	XP_011532957.1	1.0	DOK3 docking protein 3
1555	17	XP_011524852.1	1.0	CYP2B6 cytochrome P450 family 2 subfamily B member 6
222865	-12	NP_001127923.1	1.0	TMEM130 transmembrane protein 130
118813	-5	NP_001002262.1	1.0	ZFYVE27 zinc finger FYVE-type containing 27
414189	-12	XP_016871758.1	1.0	AGAP6 ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
6610	-30	XP_011534381.1	1.0	SMPD2 sphingomyelin phosphodiesterase 2
339366	-9	XP_005259606.1	1.0	ADAMTSL5 ADAMTS like 5
79798	6	XP_006721154.1	1.0	ARMC5 armadillo repeat containing 5
64708	-5	NP_001269879.1	1.0	COPS7B COP9 signalosome subunit 7B
8513	-4	XP_011538613.1	1.0	LIPF lipase F, gastric type
7157	-7	NP_001119587.1	1.0	TP53 tumor protein p53
80704	22	XP_016860519.1	1.0	SLC19A3 solute carrier family 19 member 3
56848	-59	NP_001191087.1	1.0	SPHK2 sphingosine kinase 2
79026	4	XP_016873762.1	0.34	AHNAK AHNAK nucleoprotein
2889	8	XP_016870124.1	1.0	RAPGEF1 Rap guanine nucleotide exchange factor 1
91409	4	XP_006712897.1	False	CCDC74B coiled-coil domain containing 74B
9802	10	NP_001129739.1	False	DAZAP2 DAZ associated protein 2
79026	1538	XP_016873760.1	0.34	AHNAK AHNAK nucleoprotein
10841	40	XP_011527738.1	1.0	FTCD formimidoyltransferase cyclodeaminase
13	-17	XP_005247161.1	1.0	AADAC arylacetamide deacetylase
23552	13	NP_848519.1	1.0	CDK20 cyclin dependent kinase 20
946	11	XP_011525840.1	1.0	SIGLEC6 sialic acid binding Ig like lectin 6
58510	-30	XP_016882573.1	1.0	PRODH2 proline dehydrogenase 2
65010	-13	NP_001035544.1	1.0	SLC26A6 solute carrier family 26 member 6
79811	-18	NP_001013865.1	1.0	SLTM SAFB like transcription modulator
83445	9	XP_011519161.1	False	GSG1 germ cell associated 1
9397	28	XP_016872439.1	1.0	NMT2 N-myristoyltransferase 2
8991	43	NP_001245218.1	False	SELENBP1 selenium binding protein 1
5706	-15	XP_016876961.1	False	PSMC6 proteasome 26S subunit, ATPase 6
162515	-22	XP_016879771.1	1.0	SLC16A11 solute carrier family 16 member 11
834	-29	XP_016873884.1	1.0	CASP1 caspase 1
149699	-6	XP_005260355.1	False	GTSF1L gametocyte specific factor 1 like
27111	-10	NP_056500.2	1.0	SDCBP2 syndecan binding protein 2
55108	-17	NP_060515.3	1.0	BSDC1 BSD domain containing 1
55343	-13	NP_001138737.1	False	SLC35C1 solute carrier family 35 member C1
11061	27	XP_011533200.1	1.0	CNMD chondromodulin
105374378	26	XP_011531519.1	False	LOC105374378 uncharacterized LOC105374378
79020	-7	NP_076959.2	False	C7orf25 chromosome 7 open reading frame 25
4358	-30	XP_016859641.1	False	MPV17 MPV17, mitochondrial inner membrane protein
51107	-46	NP_001230701.1	False	APH1A aph-1 homolog A, gamma-secretase subunit
84187	-127	XP_011529353.1	False	TMEM164 transmembrane protein 164
149175	-13	NP_689709.1	1.0	MANEAL mannosidase endo-alpha like
9526	-8	XP_011522383.1	False	MPDU1 mannose-P-dolichol utilization defect 1
4929	-63	XP_005246679.1	1.0	NR4A2 nuclear receptor subfamily 4 group A member 2
225689	19	XP_011515228.1	1.0	MAPK15 mitogen-activated protein kinase 15
6811	-54	XP_011543525.1	1.0	STX5 syntaxin 5
64096	3	NP_665705.1	1.0	GFRA4 GDNF family receptor alpha 4
26231	113	XP_016878615.1	1.0	LRRC29 leucine rich repeat containing 29
90167	-31	XP_016885438.1	1.0	FRMD7 FERM domain containing 7
138428	13	XP_016869766.1	1.0	PTRH1 peptidyl-tRNA hydrolase 1 homolog
1908	5	XP_011526957.1	False	EDN3 endothelin 3
284004	-19	XP_006722343.1	1.0	HEXDC hexosaminidase D
23148	-1285	XP_006715737.1	1.0	NACAD NAC alpha domain containing
3684	9	XP_011544152.1	1.0	ITGAM integrin subunit alpha M
128209	-215	XP_011539006.1	1.0	KLF17 Kruppel like factor 17
6339	-62	XP_016857529.1	1.0	SCNN1D sodium channel epithelial 1 delta subunit
79048	-33	XP_016870613.1	1.0	SECISBP2 SECIS binding protein 2
26094	-37	XP_016876704.1	1.0	DCAF4 DDB1 and CUL4 associated factor 4
3682	17	XP_011522125.1	1.0	ITGAE integrin subunit alpha E
150483	41	XP_011508972.1	False	TEKT4 tektin 4
2326	-4	NP_001269622.1	1.0	FMO1 flavin containing monooxygenase 1
2623	5	XP_011542200.1	1.0	GATA1 GATA binding protein 1
23567	16	XP_011532797.1	1.0	ZNF346 zinc finger protein 346
347734	35	NP_001273438.1	False	SLC35B2 solute carrier family 35 member B2
9436	-12	NP_004819.2	1.0	NCR2 natural cytotoxicity triggering receptor 2
8900	-8	XP_011533597.1	1.0	CCNA1 cyclin A1
9256	-48	XP_016880816.1	1.0	TSPOAP1 TSPO associated protein 1
3581	6	XP_011529459.1	1.0	IL9R interleukin 9 receptor
178	10	NP_000636.2	1.0	AGL amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase
2006	5	XP_011514176.1	False	ELN elastin
10644	-6	XP_016861046.1	1.0	IGF2BP2 insulin like growth factor 2 mRNA binding protein 2
63970	-4	NP_001182123.1	False	TP53AIP1 tumor protein p53 regulated apoptosis inducing protein 1
79661	27	XP_011520307.1	1.0	NEIL1 nei like DNA glycosylase 1
9990	-9	NP_001035961.1	1.0	SLC12A6 solute carrier family 12 member 6
55279	202	XP_016862281.1	False	ZNF654 zinc finger protein 654
91828	-48	XP_011535636.1	False	EXOC3L4 exocyst complex component 3 like 4
345222	-22	XP_011511768.1	False	MSANTD1 Myb/SANT DNA binding domain containing 1
201292	13	XP_011522803.1	1.0	TRIM65 tripartite motif containing 65
201292	13	XP_006721823.1	1.0	TRIM65 tripartite motif containing 65
51276	-6	XP_016882344.1	1.0	ZNF571 zinc finger protein 571
51222	5	XP_005267796.1	1.0	ZNF219 zinc finger protein 219
441476	-55	NP_001243629.1	False	STPG3 sperm-tail PG-rich repeat containing 3
10077	35	XP_011518117.2	False	TSPAN32 tetraspanin 32
286207	95	XP_006717127.2	False	CFAP157 cilia and flagella associated protein 157
79750	70	XP_016862681.1	1.0	ZNF385D zinc finger protein 385D
133746	-41	XP_005248487.1	False	JMY junction mediating and regulatory protein, p53 cofactor
10865	-54	NP_001306021.1	1.0	ARID5A AT-rich interaction domain 5A
155061	15	XP_005250014.1	1.0	ZNF746 zinc finger protein 746
57471	-11	NP_001291273.1	1.0	ERMN ermin
374955	74	XP_011539719.1	1.0	SPATA21 spermatogenesis associated 21
8838	-10	XP_011534524.2	1.0	WISP3 WNT1 inducible signaling pathway protein 3
1995	-7	NP_115657.2	1.0	ELAVL3 ELAV like RNA binding protein 3
729747	37	XP_016882685.1	1.0	ZNF878 zinc finger protein 878
23155	-50	NP_055942.1	False	CLCC1 chloride channel CLIC like 1
10644	-6	NP_006539.3	1.0	IGF2BP2 insulin like growth factor 2 mRNA binding protein 2
58510	-30	XP_016882574.1	1.0	PRODH2 proline dehydrogenase 2
9948	53	XP_016864369.1	1.0	WDR1 WD repeat domain 1
55872	-11	NP_060962.2	1.0	PBK PDZ binding kinase
64105	-30	XP_016865188.1	False	CENPK centromere protein K
54819	9	XP_011541805.1	False	ZCCHC10 zinc finger CCHC-type containing 10
56169	-41	XP_016869134.1	False	GSDMC gasdermin C
2889	8	XP_011516884.1	1.0	RAPGEF1 Rap guanine nucleotide exchange factor 1
79026	382	XP_005274302.1	0.34	AHNAK AHNAK nucleoprotein
127018	-16	XP_006711225.1	1.0	LYPLAL1 lysophospholipase like 1
23288	-22	XP_011513545.1	1.0	IQCE IQ motif containing E
81621	18	NP_001306232.1	1.0	KAZALD1 Kazal type serine peptidase inhibitor domain 1
341277	4	XP_016873148.1	False	OVCH2 ovochymase 2 (gene/pseudogene)
91801	-15	XP_005271786.1	1.0	ALKBH8 alkB homolog 8, tRNA methyltransferase
85007	10	XP_016865484.1	1.0	PHYKPL 5-phosphohydroxy-L-lysine phospho-lyase
27020	-4	NP_001154836.1	1.0	NPTN neuroplastin
442213	-5	XP_016866382.1	False	PTCHD4 patched domain containing 4
10197	-13	NP_005780.2	1.0	PSME3 proteasome activator subunit 3
11159	-13	XP_016858719.1	1.0	RABL2A RAB, member of RAS oncogene family like 2A
56301	-47	XP_006723347.1	1.0	SLC7A10 solute carrier family 7 member 10
135892	-44	XP_011514090.1	False	TRIM50 tripartite motif containing 50
54538	-3	XP_011541177.1	1.0	ROBO4 roundabout guidance receptor 4
63939	-157	NP_001177756.1	False	FAM217B family with sequence similarity 217 member B
388633	-10	NP_001263324.1	1.0	LDLRAD1 low density lipoprotein receptor class A domain containing 1
54896	-13	NP_001274460.1	1.0	PQLC2 PQ loop repeat containing 2
340895	-7	XP_011517757.1	1.0	MALRD1 MAM and LDL receptor class A domain containing 1
143471	-6	NP_001295117.1	1.0	PSMA8 proteasome subunit alpha 8
10350	6	XP_016879504.1	1.0	ABCA9 ATP binding cassette subfamily A member 9
128387	-8	XP_016855820.1	1.0	TATDN3 TatD DNase domain containing 3
200909	-13	XP_016861343.1	1.0	HTR3D 5-hydroxytryptamine receptor 3D
3611	-21	XP_016873161.1	1.0	ILK integrin linked kinase
159091	20	XP_011529600.1	False	FAM122C family with sequence similarity 122C
11119	-52	NP_001138480.1	1.0	BTN3A1 butyrophilin subfamily 3 member A1
6720	-24	NP_001308025.1	1.0	SREBF1 sterol regulatory element binding transcription factor 1
340204	37	XP_016866309.1	1.0	CLPSL1 colipase like 1
6820	9	NP_004596.2	1.0	SULT2B1 sulfotransferase family 2B member 1
7539	-14	NP_001269447.1	1.0	ZFP37 ZFP37 zinc finger protein
1677	-16	NP_004393.1	1.0	DFFB DNA fragmentation factor subunit beta
27303	-9	XP_016861671.1	1.0	RBMS3 RNA binding motif single stranded interacting protein 3
25884	7	NP_001291344.1	1.0	CHRDL2 chordin like 2
3594	-36	XP_011526276.1	1.0	IL12RB1 interleukin 12 receptor subunit beta 1
5047	-22	XP_011517053.1	1.0	PAEP progestagen associated endometrial protein
94235	14	XP_011525826.1	1.0	GNG8 G protein subunit gamma 8
54602	-20	NP_001154879.1	False	NDFIP2 Nedd4 family interacting protein 2
8714	18	XP_016880755.1	1.0	ABCC3 ATP binding cassette subfamily C member 3
2532	9	NP_001116423.1	False	ACKR1 atypical chemokine receptor 1 (Duffy blood group)
256714	-8	NP_001161938.1	False	MAP7D2 MAP7 domain containing 2
3682	17	XP_016880075.1	1.0	ITGAE integrin subunit alpha E
3615	70	XP_006713191.1	1.0	IMPDH2 inosine monophosphate dehydrogenase 2
146956	-13	XP_016879725.1	1.0	EME1 essential meiotic structure-specific endonuclease 1
10152	14	NP_001269861.1	False	ABI2 abl interactor 2
5253	-35	XP_006717206.1	1.0	PHF2 PHD finger protein 2
22849	9	XP_011537816.1	1.0	CPEB3 cytoplasmic polyadenylation element binding protein 3
57583	8	XP_011534303.1	False	TMEM181 transmembrane protein 181
7030	-28	NP_001269071.1	1.0	TFE3 transcription factor binding to IGHM enhancer 3
5023	-17	XP_006721592.1	1.0	P2RX1 purinergic receptor P2X 1
6954	-5	NP_001248746.1	False	TCP11 t-complex 11
147687	-32	XP_016881804.1	1.0	ZNF417 zinc finger protein 417
89932	7	XP_016877239.1	1.0	PAPLN papilin, proteoglycan like sulfated glycoprotein
51074	-15	XP_011518456.1	1.0	APIP APAF1 interacting protein
55291	-21	XP_016873472.1	False	PPP6R3 protein phosphatase 6 regulatory subunit 3
50488	-11	XP_016880197.1	1.0	MINK1 misshapen like kinase 1
643414	4	XP_011538377.1	1.0	LIPK lipase family member K
59350	-27	XP_016864012.1	1.0	RXFP1 relaxin/insulin like family peptide receptor 1
4152	-25	NP_001310881.1	1.0	MBD1 methyl-CpG binding domain protein 1
3581	6	XP_016884994.1	1.0	IL9R interleukin 9 receptor
64976	-26	NP_001305081.1	1.0	MRPL40 mitochondrial ribosomal protein L40
25994	-7	NP_001093139.1	1.0	HIGD1A HIG1 hypoxia inducible domain family member 1A
57109	-62	NP_001266279.1	1.0	REXO4 REX4 homolog, 3'-5' exonuclease
51528	-6	NP_001271131.1	False	JKAMP JNK1/MAPK8 associated membrane protein
90019	-4	XP_016874018.1	False	SYT8 synaptotagmin 8
57583	8	XP_011534301.1	False	TMEM181 transmembrane protein 181
653145	-38	XP_011538401.1	1.0	ANXA8 annexin A8
57092	-18	NP_001307328.1	False	PCNP PEST proteolytic signal containing nuclear protein
65983	-5	XP_005272121.1	1.0	GRAMD2B GRAM domain containing 2B
147841	-4	NP_001303962.1	False	SPC24 SPC24, NDC80 kinetochore complex component
10611	109	XP_006714129.1	False	PDLIM5 PDZ and LIM domain 5
55120	-24	XP_005264454.1	1.0	FANCL Fanconi anemia complementation group L
91074	56	XP_011518059.1	False	ANKRD30A ankyrin repeat domain 30A
6769	-31	XP_016862572.1	1.0	STAC SH3 and cysteine rich domain
391013	44	XP_016856759.1	False	PLA2G2C phospholipase A2 group IIC
79980	-12	XP_016883561.1	False	DSN1 DSN1 homolog, MIS12 kinetochore complex component
4066	-41	XP_016882306.1	1.0	LYL1 LYL1, basic helix-loop-helix family member
924	-73	XP_011521910.1	1.0	CD7 CD7 molecule
23464	-26	XP_016884165.1	1.0	GCAT glycine C-acetyltransferase
201292	13	XP_006721824.1	1.0	TRIM65 tripartite motif containing 65
151888	6	XP_011510749.1	1.0	BTLA B and T lymphocyte associated
23762	208	XP_011528361.1	1.0	OSBP2 oxysterol binding protein 2
9015	-17	XP_016858248.1	False	TAF1A TATA-box binding protein associated factor, RNA polymerase I subunit A
51474	-14	NP_001230704.1	1.0	LIMA1 LIM domain and actin binding 1
6253	-69	NP_996784.1	1.0	RTN2 reticulon 2
10926	-33	NP_001304991.1	1.0	DBF4 DBF4 zinc finger
158	-13	XP_016884129.1	1.0	ADSL adenylosuccinate lyase
55374	-16	NP_001287911.1	1.0	TMCO6 transmembrane and coiled-coil domains 6
55219	-19	XP_011540006.1	False	MACO1 macoilin 1
124790	-15	XP_016879656.1	1.0	HEXIM2 hexamethylene bisacetamide inducible 2
84215	-62	XP_011525676.1	1.0	ZNF541 zinc finger protein 541
127281	-18	NP_689584.2	False	FAM213B family with sequence similarity 213 member B
60437	6	XP_016883484.1	1.0	CDH26 cadherin 26
83959	118	XP_005260913.1	1.0	SLC4A11 solute carrier family 4 member 11
414059	61	XP_005258037.2	1.0	TBC1D3B TBC1 domain family member 3B
10611	84	NP_001243357.1	False	PDLIM5 PDZ and LIM domain 5
57418	12	XP_016882516.1	1.0	WDR18 WD repeat domain 18
57453	12	XP_011541220.1	False	DSCAML1 DS cell adhesion molecule like 1
340990	6	NP_001264198.1	0.48	OTOG otogelin
84696	-9	XP_011531440.1	False	ABHD1 abhydrolase domain containing 1
10171	9	NP_001273630.1	1.0	RCL1 RNA terminal phosphate cyclase like 1
10911	-38	XP_016855607.1	False	UTS2 urotensin 2
2329	-62	XP_006711306.1	1.0	FMO4 flavin containing monooxygenase 4
1877	14	XP_011520705.1	False	E4F1 E4F transcription factor 1
84072	-38	XP_006711634.1	1.0	HORMAD1 HORMA domain containing 1
10903	-21	NP_870988.2	False	MTMR11 myotubularin related protein 11
24142	-21	NP_001186945.1	1.0	NAT6 N-acetyltransferase 6
4796	-37	XP_011515351.1	1.0	TONSL tonsoku like, DNA repair protein
374946	-29	XP_016856703.1	False	DRAXIN dorsal inhibitory axon guidance protein
946	11	XP_011525838.1	1.0	SIGLEC6 sialic acid binding Ig like lectin 6
441476	-55	NP_001243630.1	False	STPG3 sperm-tail PG-rich repeat containing 3
196527	-6	XP_005268764.1	False	ANO6 anoctamin 6
55223	-4	XP_016857120.1	1.0	TRIM62 tripartite motif containing 62
346653	-44	XP_011514437.1	False	FAM71F2 family with sequence similarity 71 member F2
8456	17	XP_011523669.1	1.0	FOXN1 forkhead box N1
124975	-6	NP_001275632.1	False	GGT6 gamma-glutamyltransferase 6
283152	-38	XP_016873068.1	False	CCDC153 coiled-coil domain containing 153
114088	-4	XP_016876432.1	1.0	TRIM9 tripartite motif containing 9
374955	61	XP_016856709.1	1.0	SPATA21 spermatogenesis associated 21
150365	-34	XP_011528250.1	1.0	MEI1 meiotic double-stranded break formation protein 1
64093	11	XP_005268052.1	1.0	SMOC1 SPARC related modular calcium binding 1
374877	-25	XP_011526295.1	False	TEX45 testis expressed 45
127943	-48	NP_001275758.1	1.0	FCRLB Fc receptor like B
25900	-8	XP_016874659.1	1.0	IFFO1 intermediate filament family orphan 1
133874	7	XP_011532734.1	False	C5orf58 chromosome 5 open reading frame 58
120939	-5	NP_694567.1	False	TMEM52B transmembrane protein 52B
165631	-24	XP_011510778.1	1.0	PARP15 poly(ADP-ribose) polymerase family member 15
388121	-31	NP_001298104.1	1.0	TNFAIP8L3 TNF alpha induced protein 8 like 3
9989	-17	NP_005125.1	1.0	PPP4R1 protein phosphatase 4 regulatory subunit 1
140609	8	XP_016855836.1	1.0	NEK7 NIMA related kinase 7
59350	-27	XP_016864011.1	1.0	RXFP1 relaxin/insulin like family peptide receptor 1
26993	-54	XP_005259911.2	False	AKAP8L A-kinase anchoring protein 8 like
23551	12	XP_016884190.1	1.0	RASD2 RASD family member 2
55743	-12	NP_001154818.1	1.0	CHFR checkpoint with forkhead and ring finger domains
8764	60	XP_011540685.1	1.0	TNFRSF14 TNF receptor superfamily member 14
56983	-7	XP_016862368.1	False	POGLUT1 protein O-glucosyltransferase 1
51329	-8	NP_057722.3	False	ARL6IP4 ADP ribosylation factor like GTPase 6 interacting protein 4
374955	74	XP_016856706.1	1.0	SPATA21 spermatogenesis associated 21
84803	40	XP_016864269.1	False	GPAT3 glycerol-3-phosphate acyltransferase 3
27095	-8	NP_001257824.1	1.0	TRAPPC3 trafficking protein particle complex 3
9963	-46	XP_011542068.1	False	SLC23A1 solute carrier family 23 member 1
4217	-147	XP_016866365.1	1.0	MAP3K5 mitogen-activated protein kinase kinase kinase 5
283310	15	XP_005268859.1	False	OTOGL otogelin like
83746	27	XP_011528722.1	1.0	L3MBTL2 L3MBTL2, polycomb repressive complex 1 subunit
23276	5	XP_006713142.1	1.0	KLHL18 kelch like family member 18
162515	-22	XP_016879770.1	1.0	SLC16A11 solute carrier family 16 member 11
4289	-37	NP_001308245.1	1.0	MKLN1 muskelin 1
11133	-25	XP_016881718.1	False	KPTN kaptin, actin binding protein
84667	-5	NP_115969.2	1.0	HES7 hes family bHLH transcription factor 7
90135	53	XP_005268245.1	1.0	BTBD6 BTB domain containing 6
127018	-16	NP_001287699.1	1.0	LYPLAL1 lysophospholipase like 1
197358	-49	XP_016878526.1	1.0	NLRC3 NLR family CARD domain containing 3
140711	-33	XP_016883163.1	False	TLDC2 TBC/LysM-associated domain containing 2
933	-123	NP_001265346.1	1.0	CD22 CD22 molecule
55120	-24	XP_011531247.1	1.0	FANCL Fanconi anemia complementation group L
6279	-13	NP_002955.2	1.0	S100A8 S100 calcium binding protein A8
10519	-40	XP_006720438.1	1.0	CIB1 calcium and integrin binding 1
51160	-17	XP_005272381.1	1.0	VPS28 VPS28, ESCRT-I subunit
2222	123	NP_001274679.1	1.0	FDFT1 farnesyl-diphosphate farnesyltransferase 1
84074	-982	XP_006722199.1	False	QRICH2 glutamine rich 2
4013	16	XP_011541130.1	1.0	VWA5A von Willebrand factor A domain containing 5A
374569	92	XP_016876755.1	1.0	ASPG asparaginase
84958	-12	XP_006711053.1	1.0	SYTL1 synaptotagmin like 1
9413	110	XP_005252364.1	False	FAM189A2 family with sequence similarity 189 member A2
9610	-61	XP_016874076.1	1.0	RIN1 Ras and Rab interactor 1
146722	4	XP_016879705.1	1.0	CD300LF CD300 molecule like family member f
83892	-23	NP_001304328.1	1.0	KCTD10 potassium channel tetramerization domain containing 10
401565	23	XP_011516999.1	False	FAM166A family with sequence similarity 166 member A
84626	16	XP_011514945.1	False	KRBA1 KRAB-A domain containing 1
10519	-40	NP_006375.2	1.0	CIB1 calcium and integrin binding 1
10307	-7	NP_573420.2	1.0	APBB3 amyloid beta precursor protein binding family B member 3
79634	30	XP_005246910.1	1.0	SCRN3 secernin 3
151242	-7	NP_001248354.1	False	PPP1R1C protein phosphatase 1 regulatory inhibitor subunit 1C
221662	13	NP_694565.1	1.0	RBM24 RNA binding motif protein 24
125061	-29	XP_011522630.1	1.0	AFMID arylformamidase
157657	113	XP_005250856.2	False	C8orf37 chromosome 8 open reading frame 37


Genes_list_C
Gene	Length	Structure	Variants	Name
83445	42	XP_005253552.1	False	GSG1 germ cell associated 1
56985	-47	XP_005256795.1	1.0	ADPRM ADP-ribose/CDP-alcohol diphosphatase, manganese dependent
222068	8	NP_001289987.1	False	TMED4 transmembrane p24 trafficking protein 4
9726	-34	XP_005255769.1	False	ZNF646 zinc finger protein 646
158326	9	XP_016869819.1	1.0	FREM1 FRAS1 related extracellular matrix 1
3921	-5	NP_002286.2	1.0	RPSA ribosomal protein SA
284325	-3	XP_005258833.1	False	C19orf54 chromosome 19 open reading frame 54
65094	-16	NP_001154937.1	1.0	JMJD4 jumonji domain containing 4
25875	-13	NP_056231.3	False	LETMD1 LETM1 domain containing 1
85413	-121	XP_011534508.1	1.0	SLC22A16 solute carrier family 22 member 16
8930	22	XP_011511570.1	1.0	MBD4 methyl-CpG binding domain 4, DNA glycosylase
57494	-105	XP_016875186.1	1.0	RIMKLB ribosomal modification protein rimK like family member B
9753	-46	XP_011513319.1	False	ZSCAN12 zinc finger and SCAN domain containing 12
161253	-90	XP_011534820.1	1.0	REM2 RRAD and GEM like GTPase 2
3958	-26	NP_001170859.1	1.0	LGALS3 galectin 3
25758	6	XP_011518271.1	False	KIAA1549L KIAA1549 like
51256	64	NP_001305735.1	1.0	TBC1D7 TBC1 domain family member 7
10609	44	XP_006721703.1	1.0	P3H4 prolyl 3-hydroxylase family member 4 (non-enzymatic)
140545	6	XP_011514115.1	1.0	RNF32 ring finger protein 32
2015	-32	NP_001243184.1	1.0	ADGRE1 adhesion G protein-coupled receptor E1
388698	-1804	XP_011507833.1	1.0	FLG2 filaggrin family member 2
1353	14	NP_001308447.1	1.0	COX11 COX11, cytochrome c oxidase copper chaperone
134728	-11	XP_006715399.1	1.0	IRAK1BP1 interleukin 1 receptor associated kinase 1 binding protein 1
81888	-6	NP_001230455.1	1.0	HYI hydroxypyruvate isomerase (putative)
23621	-44	NP_620429.1	1.0	BACE1 beta-secretase 1
2760	-5	NP_001161079.1	1.0	GM2A GM2 ganglioside activator
114088	16	NP_443210.1	1.0	TRIM9 tripartite motif containing 9
253738	9	XP_006717807.1	1.0	EBF3 early B cell factor 3
11138	15	XP_011508810.1	1.0	TBC1D8 TBC1 domain family member 8
84310	-6	XP_016868211.1	False	C7orf50 chromosome 7 open reading frame 50
6934	-4	XP_005270161.1	1.0	TCF7L2 transcription factor 7 like 2
5329	7	XP_011525333.1	1.0	PLAUR plasminogen activator, urokinase receptor
607	-74	XP_005277475.1	False	BCL9 B cell CLL/lymphoma 9
8778	-24	XP_011525740.1	1.0	SIGLEC5 sialic acid binding Ig like lectin 5
112770	9	XP_016855638.1	False	GLMP glycosylated lysosomal membrane protein
6677	14	NP_001167515.1	1.0	SPAM1 sperm adhesion molecule 1
55471	-51	NP_001077415.1	1.0	NDUFAF7 NADH:ubiquinone oxidoreductase complex assembly factor 7
84270	4	NP_001304939.1	False	CARD19 caspase recruitment domain family member 19
92822	-11	XP_016879379.1	1.0	ZNF276 zinc finger protein 276
91966	14	NP_001311204.1	1.0	CXorf40A chromosome X open reading frame 40A
200942	10	XP_006713078.1	1.0	KLHDC8B kelch domain containing 8B
9583	-8	NP_001122402.1	1.0	ENTPD4 ectonucleoside triphosphate diphosphohydrolase 4
25875	-13	XP_016874649.1	False	LETMD1 LETM1 domain containing 1
4929	-25	XP_006712616.1	1.0	NR4A2 nuclear receptor subfamily 4 group A member 2
26953	665	XP_016870113.1	1.0	RANBP6 RAN binding protein 6
7019	-31	XP_011538422.1	1.0	TFAM transcription factor A, mitochondrial
55719	16	NP_001230699.1	False	SLF2 SMC5-SMC6 complex localization factor 2
221421	-28	XP_006715077.1	False	RSPH9 radial spoke head 9 homolog
84215	5	XP_011525671.1	1.0	ZNF541 zinc finger protein 541
10077	-16	XP_011518131.2	False	TSPAN32 tetraspanin 32
126326	5	XP_005259549.1	1.0	GIPC3 GIPC PDZ domain containing family member 3
7284	-28	XP_011544230.1	False	TUFM Tu translation elongation factor, mitochondrial
388886	-37	XP_005261657.1	1.0	LRRC75B leucine rich repeat containing 75B
129563	15	NP_001244211.1	1.0	DIS3L2 DIS3 like 3'-5' exoribonuclease 2
114609	20	XP_005271456.2	1.0	TIRAP TIR domain containing adaptor protein
7439	68	XP_016873719.1	False	BEST1 bestrophin 1
546	-673	XP_005262214.2	False	ATRX ATRX, chromatin remodeler
5634	-3	NP_002756.1	1.0	PRPS2 phosphoribosyl pyrophosphate synthetase 2
85007	9	XP_006714988.1	1.0	PHYKPL 5-phosphohydroxy-L-lysine phospho-lyase
9971	-4	NP_005114.1	1.0	NR1H4 nuclear receptor subfamily 1 group H member 4
84904	28	XP_016870716.1	1.0	ARHGEF39 Rho guanine nucleotide exchange factor 39
9473	-16	XP_006711113.1	False	THEMIS2 thymocyte selection associated family member 2
23353	38	NP_001165417.1	False	SUN1 Sad1 and UNC84 domain containing 1
64863	-46	XP_005258189.1	False	METTL4 methyltransferase like 4
79640	-41	XP_011528675.1	False	C22orf46 chromosome 22 open reading frame 46
5345	3	NP_001159393.1	1.0	SERPINF2 serpin family F member 2
339390	-12	NP_001231785.1	1.0	CLEC4G C-type lectin domain family 4 member G
